utterance_id,activation,valence,dominance,activation_norm,valence_norm,dominance_norm,source_file,text
Ses02F_script01_F012,3,1,5,0.5,0.0,1.0,Ses02F_atr.txt,I'm gloomy because of the recent events.
Ses02M_script01_M013,2,5,3,0.25,1.0,0.5,Ses02M_atr.txt,The team is inactive about the project.
Ses02M_impro01_M014,5,2,2,1.0,0.25,0.25,Ses02M_atr.txt,"The team was inferior about the deadline, but dynamic about the quality of work."
Ses02M_impro01_M015,4,1,1,0.75,0.0,0.0,Ses02M_atr.txt,The results made everyone stimulated.
Ses02M_script01_M016,2,3,3,0.25,0.5,0.5,Ses02M_atr.txt,My day has been sluggish.
Ses02F_script01_F017,1,4,3,0.0,0.75,0.5,Ses02F_atr.txt,"I was mellow at first, but after thinking about it, I feel great."
Ses02M_script01_M018,5,5,1,1.0,1.0,0.0,Ses02M_atr.txt,"I was joyful at first, but after thinking about it, I feel positive."
Ses02F_script01_F019,4,3,1,0.75,0.5,0.0,Ses02F_atr.txt,The news made me terrific.
Ses02F_script02_F001,1,2,3,0.0,0.25,0.5,Ses02F_atr.txt,The results made everyone bored.
Ses02F_impro02_F002,4,2,4,0.75,0.25,0.75,Ses02F_atr.txt,The conversation left me feeling terrible.
Ses02F_impro02_F003,5,2,4,1.0,0.25,0.75,Ses02F_atr.txt,The atmosphere feels energetic.
Ses02F_script02_F004,1,2,4,0.0,0.25,0.75,Ses02F_atr.txt,I am serene about what happened.
Ses02F_script02_F005,1,2,5,0.0,0.25,1.0,Ses02F_atr.txt,"The project started out unfortunate, but ended up being quite strong."
Ses02F_impro02_F006,4,2,5,0.75,0.25,1.0,Ses02F_atr.txt,This situation makes me feel intense.
Ses02M_impro02_M007,1,2,1,0.0,0.25,0.0,Ses02M_atr.txt,"I was doubtful at first, but after thinking about it, I feel indifferent."
Ses02F_impro02_F008,3,2,5,0.5,0.25,1.0,Ses02F_atr.txt,"The project started out brave, but ended up being quite mellow."
Ses02F_impro02_F009,3,3,3,0.5,0.5,0.5,Ses02F_atr.txt,The news made me great.
Ses02F_impro02_F010,4,4,4,0.75,0.75,0.75,Ses02F_atr.txt,That experience was pleased.
Ses02F_script02_F011,5,2,1,1.0,0.25,0.0,Ses02F_atr.txt,My day has been hesitant.
Ses02M_script02_M012,1,5,2,0.0,1.0,0.25,Ses02M_atr.txt,The meeting was content and productive.
Ses02M_script02_M013,1,3,1,0.0,0.5,0.0,Ses02M_atr.txt,I can't help but feel serene right now.
Ses02M_impro02_M014,3,1,5,0.5,0.0,1.0,Ses02M_atr.txt,"The feedback was mostly mighty, with some masterful comments mixed in."
Ses02M_impro02_M015,4,2,2,0.75,0.25,0.25,Ses02M_atr.txt,"The team was incompetent about the deadline, but powerless about the quality of work."
Ses02F_script02_F016,4,2,2,0.75,0.25,0.25,Ses02F_atr.txt,I feel terrible today.
Ses02F_impro02_F017,5,5,4,1.0,1.0,0.75,Ses02F_atr.txt,"Despite feeling confident about the challenge, I approached it with a glad attitude."
Ses02F_impro02_F018,1,3,2,0.0,0.5,0.25,Ses02F_atr.txt,I'm bored because of the recent events.
Ses02F_script02_F019,4,4,2,0.75,0.75,0.25,Ses02F_atr.txt,I feel delighted today.
Ses02M_impro03_M001,1,5,1,0.0,1.0,0.0,Ses02M_atr.txt,My day has been lethargic.
Ses02F_impro03_F002,3,5,5,0.5,1.0,1.0,Ses02F_atr.txt,"I was commanding at first, but after thinking about it, I feel excited."
Ses02F_script03_F003,4,3,4,0.75,0.5,0.75,Ses02F_atr.txt,I'm in a dominant mood.
Ses02F_script03_F004,2,2,3,0.25,0.25,0.5,Ses02F_atr.txt,The results made everyone unhappy.
Ses02F_script03_F005,3,4,4,0.5,0.75,0.75,Ses02F_atr.txt,The movie had a positive beginning but a subdued ending.
Ses02F_impro03_F006,1,5,2,0.0,1.0,0.25,Ses02F_atr.txt,My day has been excited.
Ses02M_script03_M007,2,3,1,0.25,0.5,0.0,Ses02M_atr.txt,"The team was excited about the deadline, but gloomy about the quality of work."
Ses02M_impro03_M008,4,5,4,0.75,1.0,0.75,Ses02M_atr.txt,My day has been amazing.
Ses02F_impro03_F009,5,4,2,1.0,0.75,0.25,Ses02F_atr.txt,"Although the situation seems active, I believe it will become hyper soon."
Ses02M_impro03_M010,3,5,3,0.5,1.0,0.5,Ses02M_atr.txt,"While the presentation was lovely, the audience response was positive."
Ses02M_script03_M011,1,2,5,0.0,0.25,1.0,Ses02M_atr.txt,The meeting was skilled and productive.
Ses02M_script03_M012,5,4,4,1.0,0.75,0.75,Ses02M_atr.txt,"Although the situation seems forceful, I believe it will become dominant soon."
Ses02F_script03_F013,1,2,5,0.0,0.25,1.0,Ses02F_atr.txt,I'm gentle because of the recent events.
Ses02F_script03_F014,3,3,4,0.5,0.5,0.75,Ses02F_atr.txt,Everything seems elated at the moment.
Ses02F_impro03_F015,2,5,3,0.25,1.0,0.5,Ses02F_atr.txt,I feel glad today.
Ses02M_script03_M016,4,1,4,0.75,0.0,0.75,Ses02M_atr.txt,"I was authoritative at first, but after thinking about it, I feel authoritative."
Ses02M_impro03_M017,2,3,1,0.25,0.5,0.0,Ses02M_atr.txt,We were all wonderful after hearing the news.
Ses02F_impro03_F018,1,5,4,0.0,1.0,0.75,Ses02F_atr.txt,The situation is detached for all of us.
Ses02M_script03_M019,4,1,1,0.75,0.0,0.0,Ses02M_atr.txt,My day has been spirited.
Ses02F_script04_F001,3,1,4,0.5,0.0,0.75,Ses02F_atr.txt,The situation is horrible for all of us.
Ses02M_impro04_M002,1,1,3,0.0,0.0,0.5,Ses02M_atr.txt,I've been feeling drowsy lately.
Ses02F_script04_F003,5,3,3,1.0,0.5,0.5,Ses02F_atr.txt,The movie had a exhilarated beginning but a hyper ending.
Ses02F_impro04_F004,1,2,2,0.0,0.25,0.25,Ses02F_atr.txt,"I was subdued at first, but after thinking about it, I feel bad."
Ses02M_impro04_M005,4,4,2,0.75,0.75,0.25,Ses02M_atr.txt,We were all excited after hearing the news.
Ses02M_impro04_M006,1,1,1,0.0,0.0,0.0,Ses02M_atr.txt,I'm in a bored mood.
Ses02F_impro04_F007,5,4,3,1.0,0.75,0.5,Ses02F_atr.txt,The situation is lively for all of us.
Ses02M_script04_M008,2,5,1,0.25,1.0,0.0,Ses02M_atr.txt,The feedback was amazing and helpful.
Ses02M_impro04_M009,3,2,3,0.5,0.25,0.5,Ses02M_atr.txt,"I was downcast at first, but after thinking about it, I feel wild."
Ses02M_script04_M010,5,2,5,1.0,0.25,1.0,Ses02M_atr.txt,I feel strong today.
Ses02M_script04_M011,3,5,2,0.5,1.0,0.25,Ses02M_atr.txt,"The team was anxious about the deadline, but ecstatic about the quality of work."
Ses02M_script04_M012,3,2,3,0.5,0.25,0.5,Ses02M_atr.txt,This outcome is gloomy for me.
Ses02M_impro04_M013,4,5,3,0.75,1.0,0.5,Ses02M_atr.txt,I've been feeling excited lately.
Ses02M_script04_M014,2,2,5,0.25,0.25,1.0,Ses02M_atr.txt,The situation is uninterested for all of us.
Ses02F_script04_F015,1,3,1,0.0,0.5,0.0,Ses02F_atr.txt,The situation is ineffective for all of us.
Ses02M_script04_M016,5,5,1,1.0,1.0,0.0,Ses02M_atr.txt,"The team was energetic about the deadline, but ineffective about the quality of work."
Ses02M_script04_M017,5,5,5,1.0,1.0,1.0,Ses02M_atr.txt,This situation makes me feel thrilled.
Ses02M_script04_M018,4,1,4,0.75,0.0,0.75,Ses02M_atr.txt,The conversation left me feeling unhappy.
Ses02M_script04_M019,5,1,3,1.0,0.0,0.5,Ses02M_atr.txt,I am capable about what happened.
Ses02M_script05_M001,4,2,1,0.75,0.25,0.0,Ses02M_atr.txt,I've been feeling dejected lately.
Ses02F_impro05_F002,4,1,2,0.75,0.0,0.25,Ses02F_atr.txt,The results made everyone heartbroken.
Ses02F_script05_F003,3,3,2,0.5,0.5,0.25,Ses02F_atr.txt,"Despite feeling anxious about the challenge, I approached it with a terrible attitude."
Ses02M_script05_M004,2,1,5,0.25,0.0,1.0,Ses02M_atr.txt,The movie had a effective beginning but a awful ending.
Ses02M_script05_M005,1,2,4,0.0,0.25,0.75,Ses02M_atr.txt,I've been feeling still lately.
Ses02M_impro05_M006,1,3,1,0.0,0.5,0.0,Ses02M_atr.txt,My day has been dependent.
Ses02M_impro05_M007,3,3,2,0.5,0.5,0.25,Ses02M_atr.txt,That experience was excited.
Ses02F_script05_F008,3,1,2,0.5,0.0,0.25,Ses02F_atr.txt,I am dreadful about what happened.
Ses02M_impro05_M009,4,4,2,0.75,0.75,0.25,Ses02M_atr.txt,The situation is electrified for all of us.
Ses02F_script05_F010,5,1,3,1.0,0.0,0.5,Ses02F_atr.txt,"The project started out decisive, but ended up being quite inferior."
Ses02M_script05_M011,5,3,1,1.0,0.5,0.0,Ses02M_atr.txt,The atmosphere feels inadequate.
Ses02F_script05_F012,5,5,4,1.0,1.0,0.75,Ses02F_atr.txt,"The feedback was mostly competent, with some efficient comments mixed in."
Ses02F_script05_F013,4,4,3,0.75,0.75,0.5,Ses02F_atr.txt,I'm in a agitated mood.
Ses02F_script05_F014,4,5,1,0.75,1.0,0.0,Ses02F_atr.txt,This outcome is anxious for me.
Ses02F_script05_F015,2,4,5,0.25,0.75,1.0,Ses02F_atr.txt,Everything seems bored at the moment.
Ses02M_script05_M016,1,1,1,0.0,0.0,0.0,Ses02M_atr.txt,"The team was depressed about the deadline, but peaceful about the quality of work."
Ses02M_impro05_M017,1,2,5,0.0,0.25,1.0,Ses02M_atr.txt,The movie had a forceful beginning but a sleepy ending.
Ses02F_impro05_F018,1,5,1,0.0,1.0,0.0,Ses02F_atr.txt,My day has been glad.
Ses02F_impro05_F019,2,3,5,0.25,0.5,1.0,Ses02F_atr.txt,The movie had a influential beginning but a tranquil ending.
Ses02F_impro06_F001,5,3,3,1.0,0.5,0.5,Ses02F_atr.txt,"The team was positive about the deadline, but excellent about the quality of work."
Ses02F_impro06_F002,4,1,5,0.75,0.0,1.0,Ses02F_atr.txt,"Despite feeling courageous about the challenge, I approached it with a forceful attitude."
Ses02F_impro06_F003,5,1,5,1.0,0.0,1.0,Ses02F_atr.txt,"Although the situation seems animated, I believe it will become spirited soon."
Ses02F_script06_F004,4,4,2,0.75,0.75,0.25,Ses02F_atr.txt,I'm timid because of the recent events.
Ses02F_impro06_F005,2,3,2,0.25,0.5,0.25,Ses02F_atr.txt,The conversation left me feeling excellent.
Ses02M_impro06_M006,3,4,5,0.5,0.75,1.0,Ses02M_atr.txt,This situation makes me feel good.
Ses02M_script06_M007,1,1,4,0.0,0.0,0.75,Ses02M_atr.txt,That experience was tired.
Ses02M_impro06_M008,3,1,4,0.5,0.0,0.75,Ses02M_atr.txt,What started as a disheartening conversation quickly turned sad.
Ses02F_impro06_F009,3,1,5,0.5,0.0,1.0,Ses02F_atr.txt,The atmosphere feels authoritative.
Ses02M_impro06_M010,2,1,5,0.25,0.0,1.0,Ses02M_atr.txt,The conversation left me feeling effective.
Ses02M_impro06_M011,1,2,5,0.0,0.25,1.0,Ses02M_atr.txt,That experience was apathetic.
Ses02M_impro06_M012,2,4,3,0.25,0.75,0.5,Ses02M_atr.txt,The situation is indifferent for all of us.
Ses02F_script06_F013,1,2,1,0.0,0.25,0.0,Ses02F_atr.txt,I'm in a dull mood.
Ses02F_impro06_F014,2,5,2,0.25,1.0,0.25,Ses02F_atr.txt,What started as a hesitant conversation quickly turned tired.
Ses02M_script06_M015,5,1,2,1.0,0.0,0.25,Ses02M_atr.txt,"Despite feeling unfortunate about the challenge, I approached it with a passionate attitude."
Ses02F_script06_F016,4,3,5,0.75,0.5,1.0,Ses02F_atr.txt,This situation makes me feel efficient.
Ses02M_impro06_M017,2,5,4,0.25,1.0,0.75,Ses02M_atr.txt,The situation is wonderful for all of us.
Ses02M_script06_M018,2,3,4,0.25,0.5,0.75,Ses02M_atr.txt,The news made me drowsy.
Ses02M_impro06_M019,1,5,2,0.0,1.0,0.25,Ses02M_atr.txt,My day has been joyful.
Ses02M_script07_M001,5,2,4,1.0,0.25,0.75,Ses02M_atr.txt,This situation makes me feel decisive.
Ses02M_impro07_M002,4,4,1,0.75,0.75,0.0,Ses02M_atr.txt,The results made everyone content.
Ses02F_script07_F003,2,2,2,0.25,0.25,0.25,Ses02F_atr.txt,The atmosphere feels indifferent.
Ses02M_script07_M004,2,3,5,0.25,0.5,1.0,Ses02M_atr.txt,The situation is serene for all of us.
Ses02F_script07_F005,4,4,1,0.75,0.75,0.0,Ses02F_atr.txt,"The team was powerless about the deadline, but weak about the quality of work."
Ses02F_script07_F006,4,5,1,0.75,1.0,0.0,Ses02F_atr.txt,This outcome is spirited for me.
Ses02F_script07_F007,5,5,2,1.0,1.0,0.25,Ses02F_atr.txt,"The project started out beautiful, but ended up being quite good."
Ses02M_script07_M008,4,5,4,0.75,1.0,0.75,Ses02M_atr.txt,"I was powerful at first, but after thinking about it, I feel skilled."
Ses02F_impro07_F009,3,2,4,0.5,0.25,0.75,Ses02F_atr.txt,That experience was capable.
Ses02F_script07_F010,3,1,4,0.5,0.0,0.75,Ses02F_atr.txt,The meeting was controlling and productive.
Ses02F_script07_F011,1,4,3,0.0,0.75,0.5,Ses02F_atr.txt,The meeting was peaceful and productive.
Ses02M_script07_M012,5,4,5,1.0,0.75,1.0,Ses02M_atr.txt,The atmosphere feels effective.
Ses02F_script07_F013,4,4,2,0.75,0.75,0.25,Ses02F_atr.txt,I'm in a positive mood.
Ses02F_script07_F014,4,3,1,0.75,0.5,0.0,Ses02F_atr.txt,I'm in a unsure mood.
Ses02M_impro07_M015,3,4,1,0.5,0.75,0.0,Ses02M_atr.txt,"Despite feeling grateful about the challenge, I approached it with a inferior attitude."
Ses02F_script07_F016,5,3,5,1.0,0.5,1.0,Ses02F_atr.txt,The conversation left me feeling content.
Ses02F_script07_F017,3,3,5,0.5,0.5,1.0,Ses02F_atr.txt,I'm in a satisfied mood.
Ses02M_impro07_M018,1,4,3,0.0,0.75,0.5,Ses02M_atr.txt,The news made me controlling.
Ses02F_impro07_F019,4,5,1,0.75,1.0,0.0,Ses02F_atr.txt,I can't help but feel insecure right now.
Ses02F_script08_F001,4,4,5,0.75,0.75,1.0,Ses02F_atr.txt,"Although the situation seems excellent, I believe it will become frenzied soon."
Ses02M_impro08_M002,3,1,5,0.5,0.0,1.0,Ses02M_atr.txt,"I was masterful at first, but after thinking about it, I feel dismal."
Ses02M_impro08_M003,3,5,5,0.5,1.0,1.0,Ses02M_atr.txt,We were all lovely after hearing the news.
Ses02M_impro08_M004,3,2,2,0.5,0.25,0.25,Ses02M_atr.txt,My day has been disappointed.
Ses02F_impro08_F005,2,3,1,0.25,0.5,0.0,Ses02F_atr.txt,"The feedback was mostly still, with some unsure comments mixed in."
Ses02F_script08_F006,3,4,4,0.5,0.75,0.75,Ses02F_atr.txt,"The team was effective about the deadline, but passive about the quality of work."
Ses02M_impro08_M007,1,1,4,0.0,0.0,0.75,Ses02M_atr.txt,I am placid about what happened.
Ses02F_script08_F008,3,5,3,0.5,1.0,0.5,Ses02F_atr.txt,The meeting was dynamic and productive.
Ses02F_script08_F009,5,1,5,1.0,0.0,1.0,Ses02F_atr.txt,"The feedback was mostly assertive, with some unhappy comments mixed in."
Ses02M_script08_M010,4,4,1,0.75,0.75,0.0,Ses02M_atr.txt,I've been feeling awesome lately.
Ses02M_impro08_M011,5,2,2,1.0,0.25,0.25,Ses02M_atr.txt,The results made everyone miserable.
Ses02M_script08_M012,3,1,3,0.5,0.0,0.5,Ses02M_atr.txt,What started as a sad conversation quickly turned subordinate.
Ses02F_script08_F013,4,2,2,0.75,0.25,0.25,Ses02F_atr.txt,I can't help but feel electrified right now.
Ses02M_script08_M014,5,3,3,1.0,0.5,0.5,Ses02M_atr.txt,The atmosphere feels brave.
Ses02F_script08_F015,1,1,1,0.0,0.0,0.0,Ses02F_atr.txt,"Although the situation seems bored, I believe it will become timid soon."
Ses02F_impro08_F016,3,2,3,0.5,0.25,0.5,Ses02F_atr.txt,"The team was painful about the deadline, but horrible about the quality of work."
Ses02F_script08_F017,2,3,3,0.25,0.5,0.5,Ses02F_atr.txt,"The team was joyful about the deadline, but happy about the quality of work."
Ses02F_script08_F018,2,2,5,0.25,0.25,1.0,Ses02F_atr.txt,The feedback was brave and helpful.
Ses02F_impro08_F019,3,2,4,0.5,0.25,0.75,Ses02F_atr.txt,The feedback was distressed and helpful.
Ses02F_impro09_F001,2,5,5,0.25,1.0,1.0,Ses02F_atr.txt,The feedback was awesome and helpful.
Ses02F_script09_F002,4,5,5,0.75,1.0,1.0,Ses02F_atr.txt,The results made everyone exhilarated.
Ses02F_impro09_F003,2,5,5,0.25,1.0,1.0,Ses02F_atr.txt,I can't help but feel brave right now.
Ses02F_script09_F004,2,1,5,0.25,0.0,1.0,Ses02F_atr.txt,That experience was dominant.
Ses02F_impro09_F005,3,3,2,0.5,0.5,0.25,Ses02F_atr.txt,The meeting was thrilled and productive.
Ses02M_script09_M006,4,5,5,0.75,1.0,1.0,Ses02M_atr.txt,The atmosphere feels cheerful.
Ses02F_impro09_F007,5,1,3,1.0,0.0,0.5,Ses02F_atr.txt,"The feedback was mostly intense, with some upset comments mixed in."
Ses02M_impro09_M008,2,5,3,0.25,1.0,0.5,Ses02M_atr.txt,"The project started out amazing, but ended up being quite peaceful."
Ses02M_impro09_M009,4,3,2,0.75,0.5,0.25,Ses02M_atr.txt,"Although the situation seems frantic, I believe it will become animated soon."
Ses02F_script09_F010,1,5,2,0.0,1.0,0.25,Ses02F_atr.txt,I'm in a serene mood.
Ses02F_script09_F011,1,5,2,0.0,1.0,0.25,Ses02F_atr.txt,"I was ecstatic at first, but after thinking about it, I feel anxious."
Ses02M_script09_M012,4,2,4,0.75,0.25,0.75,Ses02M_atr.txt,The situation is sorrowful for all of us.
Ses02F_script09_F013,2,1,3,0.25,0.0,0.5,Ses02F_atr.txt,I'm uninterested because of the recent events.
Ses02F_impro09_F014,4,5,1,0.75,1.0,0.0,Ses02F_atr.txt,The results made everyone thrilled.
Ses02M_script09_M015,3,2,1,0.5,0.25,0.0,Ses02M_atr.txt,"I've been feeling active all day, but now I'm starting to feel powerless."
Ses02M_impro09_M016,5,1,3,1.0,0.0,0.5,Ses02M_atr.txt,The feedback was skilled and helpful.
Ses02F_impro09_F017,3,3,3,0.5,0.5,0.5,Ses02F_atr.txt,We were all dominant after hearing the news.
Ses02F_impro09_F018,3,1,4,0.5,0.0,0.75,Ses02F_atr.txt,We were all bad after hearing the news.
Ses02M_script09_M019,5,4,2,1.0,0.75,0.25,Ses02M_atr.txt,"I've been feeling ecstatic all day, but now I'm starting to feel powerless."
Ses02M_script10_M001,4,1,4,0.75,0.0,0.75,Ses02M_atr.txt,The news made me dreadful.
Ses02M_impro10_M002,4,1,3,0.75,0.0,0.5,Ses02M_atr.txt,I'm sad because of the recent events.
Ses02M_impro10_M003,1,3,5,0.0,0.5,1.0,Ses02M_atr.txt,The results made everyone potent.
Ses02F_impro10_F004,5,4,5,1.0,0.75,1.0,Ses02F_atr.txt,"The project started out confident, but ended up being quite dominant."
Ses02F_impro10_F005,5,5,2,1.0,1.0,0.25,Ses02F_atr.txt,The feedback was lovely and helpful.
Ses02F_impro10_F006,4,1,1,0.75,0.0,0.0,Ses02F_atr.txt,My day has been painful.
Ses02M_script10_M007,5,5,1,1.0,1.0,0.0,Ses02M_atr.txt,Everything seems stimulated at the moment.
Ses02M_script10_M008,5,4,1,1.0,0.75,0.0,Ses02M_atr.txt,The team is unskilled about the project.
Ses02F_script10_F009,2,4,4,0.25,0.75,0.75,Ses02F_atr.txt,I'm lethargic because of the recent events.
Ses02F_impro10_F010,3,2,4,0.5,0.25,0.75,Ses02F_atr.txt,I'm in a brave mood.
Ses02M_impro10_M011,2,2,3,0.25,0.25,0.5,Ses02M_atr.txt,The news made me detached.
Ses02F_impro10_F012,2,4,5,0.25,0.75,1.0,Ses02F_atr.txt,"The project started out confident, but ended up being quite mellow."
Ses02M_impro10_M013,3,2,3,0.5,0.25,0.5,Ses02M_atr.txt,We were all effective after hearing the news.
Ses02M_impro10_M014,1,3,3,0.0,0.5,0.5,Ses02M_atr.txt,I'm in a lovely mood.
Ses02M_impro10_M015,3,2,5,0.5,0.25,1.0,Ses02M_atr.txt,The conversation left me feeling alert.
Ses02M_impro10_M016,3,3,3,0.5,0.5,0.5,Ses02M_atr.txt,The feedback was exhilarated and helpful.
Ses02F_script10_F017,1,4,5,0.0,0.75,1.0,Ses02F_atr.txt,I'm in a grateful mood.
Ses02F_script10_F018,5,2,4,1.0,0.25,0.75,Ses02F_atr.txt,What started as a lively conversation quickly turned thrilled.
Ses02F_script10_F019,2,3,2,0.25,0.5,0.25,Ses02F_atr.txt,"The project started out relaxed, but ended up being quite horrible."
Ses02M_impro11_M001,5,1,2,1.0,0.0,0.25,Ses02M_atr.txt,The team is enthusiastic about the project.
Ses02F_impro11_F002,2,2,4,0.25,0.25,0.75,Ses02F_atr.txt,"I've been feeling gloomy all day, but now I'm starting to feel sluggish."
Ses02F_impro11_F003,3,1,1,0.5,0.0,0.0,Ses02F_atr.txt,The movie had a heartbroken beginning but a unfortunate ending.
Ses02M_impro11_M004,3,5,1,0.5,1.0,0.0,Ses02M_atr.txt,Everything seems lovely at the moment.
Ses02F_impro11_F005,4,3,4,0.75,0.5,0.75,Ses02F_atr.txt,I feel potent today.
Ses02F_impro11_F006,5,2,1,1.0,0.25,0.0,Ses02F_atr.txt,The meeting was frantic and productive.
Ses02F_impro11_F007,2,5,3,0.25,1.0,0.5,Ses02F_atr.txt,The results made everyone forceful.
Ses02M_script11_M008,3,2,2,0.5,0.25,0.25,Ses02M_atr.txt,This situation makes me feel excited.
Ses02F_script11_F009,2,5,4,0.25,1.0,0.75,Ses02F_atr.txt,The conversation left me feeling grateful.
Ses02M_impro11_M010,3,1,4,0.5,0.0,0.75,Ses02M_atr.txt,I am masterful about what happened.
Ses02F_impro11_F011,4,3,1,0.75,0.5,0.0,Ses02F_atr.txt,The team is timid about the project.
Ses02M_script11_M012,4,1,1,0.75,0.0,0.0,Ses02M_atr.txt,The situation is timid for all of us.
Ses02M_script11_M013,1,4,2,0.0,0.75,0.25,Ses02M_atr.txt,The meeting was weak and productive.
Ses02F_impro11_F014,5,2,5,1.0,0.25,1.0,Ses02F_atr.txt,"I was controlling at first, but after thinking about it, I feel depressed."
Ses02M_impro11_M015,5,1,1,1.0,0.0,0.0,Ses02M_atr.txt,The results made everyone stimulated.
Ses02F_impro11_F016,3,1,1,0.5,0.0,0.0,Ses02F_atr.txt,The atmosphere feels anxious.
Ses02F_script11_F017,1,2,4,0.0,0.25,0.75,Ses02F_atr.txt,The results made everyone unfortunate.
Ses02M_script11_M018,5,3,3,1.0,0.5,0.5,Ses02M_atr.txt,"I've been feeling courageous all day, but now I'm starting to feel awesome."
Ses02M_script11_M019,4,5,3,0.75,1.0,0.5,Ses02M_atr.txt,That experience was satisfied.
Ses02F_script12_F001,5,4,5,1.0,0.75,1.0,Ses02F_atr.txt,We were all content after hearing the news.
Ses02F_script12_F002,3,5,2,0.5,1.0,0.25,Ses02F_atr.txt,The news made me intense.
Ses02F_impro12_F003,3,1,4,0.5,0.0,0.75,Ses02F_atr.txt,This situation makes me feel energetic.
Ses02F_impro12_F004,2,4,2,0.25,0.75,0.25,Ses02F_atr.txt,The news made me detached.
Ses02M_script12_M005,1,5,3,0.0,1.0,0.5,Ses02M_atr.txt,"Despite feeling mellow about the challenge, I approached it with a ecstatic attitude."
Ses02M_impro12_M006,1,2,5,0.0,0.25,1.0,Ses02M_atr.txt,"While the presentation was sluggish, the audience response was bad."
Ses02M_script12_M007,2,5,2,0.25,1.0,0.25,Ses02M_atr.txt,The situation is uncertain for all of us.
Ses02M_impro12_M008,1,4,5,0.0,0.75,1.0,Ses02M_atr.txt,The team is passive about the project.
Ses02M_script12_M009,1,1,5,0.0,0.0,1.0,Ses02M_atr.txt,I'm in a depressed mood.
Ses02M_script12_M010,3,5,5,0.5,1.0,1.0,Ses02M_atr.txt,I've been feeling excited lately.
Ses02M_script12_M011,1,2,3,0.0,0.25,0.5,Ses02M_atr.txt,We were all competent after hearing the news.
Ses02M_script12_M012,4,3,2,0.75,0.5,0.25,Ses02M_atr.txt,My day has been enthusiastic.
Ses02M_script12_M013,2,1,3,0.25,0.0,0.5,Ses02M_atr.txt,I feel miserable today.
Ses02F_script12_F014,1,5,2,0.0,1.0,0.25,Ses02F_atr.txt,The results made everyone content.
Ses02F_script12_F015,1,5,4,0.0,1.0,0.75,Ses02F_atr.txt,The situation is joyful for all of us.
Ses02F_script12_F016,4,5,5,0.75,1.0,1.0,Ses02F_atr.txt,The feedback was mighty and helpful.
Ses02F_impro12_F017,2,2,3,0.25,0.25,0.5,Ses02F_atr.txt,The news made me upset.
Ses02F_impro12_F018,1,2,4,0.0,0.25,0.75,Ses02F_atr.txt,My day has been dismal.
Ses02F_script12_F019,2,2,1,0.25,0.25,0.0,Ses02F_atr.txt,"Despite feeling timid about the challenge, I approached it with a ineffective attitude."
Ses03F_impro01_F001,2,2,4,0.25,0.25,0.75,Ses03F_atr.txt,I've been feeling determined lately.
Ses03F_script01_F002,3,2,2,0.5,0.25,0.25,Ses03F_atr.txt,My day has been fearful.
Ses03M_impro01_M003,3,3,4,0.5,0.5,0.75,Ses03M_atr.txt,We were all competent after hearing the news.
Ses03M_script01_M004,5,2,3,1.0,0.25,0.5,Ses03M_atr.txt,I'm in a dreadful mood.
Ses03M_script01_M005,4,5,5,0.75,1.0,1.0,Ses03M_atr.txt,That experience was positive.
Ses03M_script01_M006,4,5,3,0.75,1.0,0.5,Ses03M_atr.txt,"Although the situation seems electrified, I believe it will become capable soon."
Ses03F_script01_F007,3,3,1,0.5,0.5,0.0,Ses03F_atr.txt,The feedback was unsure and helpful.
Ses03F_script01_F008,3,3,1,0.5,0.5,0.0,Ses03F_atr.txt,The meeting was ecstatic and productive.
Ses03M_script01_M009,2,4,2,0.25,0.75,0.25,Ses03M_atr.txt,The meeting was inferior and productive.
Ses03F_script01_F010,4,2,5,0.75,0.25,1.0,Ses03F_atr.txt,That experience was downcast.
Ses03F_script01_F011,2,5,5,0.25,1.0,1.0,Ses03F_atr.txt,"Although the situation seems glad, I believe it will become confident soon."
Ses03F_script01_F012,3,4,5,0.5,0.75,1.0,Ses03F_atr.txt,The results made everyone intense.
Ses03M_impro01_M013,3,3,3,0.5,0.5,0.5,Ses03M_atr.txt,I am lively about what happened.
Ses03M_script01_M014,4,1,3,0.75,0.0,0.5,Ses03M_atr.txt,"Despite feeling thrilled about the challenge, I approached it with a dynamic attitude."
Ses03M_impro01_M015,4,5,2,0.75,1.0,0.25,Ses03M_atr.txt,My day has been unsure.
Ses03M_impro01_M016,3,4,5,0.5,0.75,1.0,Ses03M_atr.txt,The conversation left me feeling stimulated.
Ses03M_script01_M017,1,1,2,0.0,0.0,0.25,Ses03M_atr.txt,The meeting was weak and productive.
Ses03M_script01_M018,5,5,3,1.0,1.0,0.5,Ses03M_atr.txt,I am courageous about what happened.
Ses03F_impro01_F019,2,3,5,0.25,0.5,1.0,Ses03F_atr.txt,The team is grateful about the project.
Ses03M_script02_M001,4,4,4,0.75,0.75,0.75,Ses03M_atr.txt,The news made me determined.
Ses03F_impro02_F002,5,5,5,1.0,1.0,1.0,Ses03F_atr.txt,Everything seems intense at the moment.
Ses03M_impro02_M003,3,2,3,0.5,0.25,0.5,Ses03M_atr.txt,"While the presentation was distressed, the audience response was timid."
Ses03F_script02_F004,4,1,5,0.75,0.0,1.0,Ses03F_atr.txt,This situation makes me feel courageous.
Ses03F_impro02_F005,5,3,2,1.0,0.5,0.25,Ses03F_atr.txt,I'm in a hesitant mood.
